0	 0.6197 	 97.9592 	 50.5947 
100	 0.339015 	 38.3105 	 46.2277 
200	 0.227701 	 26.6628 	 34.358 
300	 0.227938 	 23.7669 	 28.224 
400	 0.224725 	 20.2108 	 23.1402 
500	 0.209452 	 18.8187 	 19.5669 
600	 0.168332 	 17.3639 	 20.2102 
700	 0.144926 	 14.7576 	 14.6892 
800	 0.187341 	 15.9035 	 15.6555 
900	 0.148737 	 16.1252 	 15.908 
1000	 0.145902 	 13.9447 	 16.0599 
1100	 0.132422 	 14.3737 	 15.8501 
1200	 0.143933 	 14.3568 	 16.36 
1300	 0.148925 	 12.9695 	 13.8669 
1400	 0.150904 	 12.5794 	 13.3296 
1500	 0.121029 	 11.1444 	 11.1253 
1600	 0.11857 	 11.333 	 11.4226 
1700	 0.122245 	 10.5456 	 9.89889 
1800	 0.11552 	 11.555 	 11.9347 
1900	 0.100149 	 9.69807 	 11.0818 
2000	 0.100093 	 10.7185 	 10.7299 
2100	 0.108101 	 9.38037 	 10.324 
2200	 0.142071 	 10.7211 	 10.5192 
2300	 0.144781 	 10.9776 	 10.7842 
2400	 0.104504 	 9.14008 	 10.2875 
2500	 0.110631 	 9.84659 	 9.82768 
2600	 0.126197 	 8.45921 	 9.11493 
2700	 0.124563 	 9.27403 	 9.43147 
2800	 0.12526 	 10.1057 	 8.29589 
2900	 0.0890192 	 8.6382 	 8.36321 
3000	 0.10774 	 8.17005 	 8.91208 
3100	 0.101291 	 7.74428 	 7.9213 
3200	 0.0877613 	 8.92288 	 9.18249 
3300	 0.0980445 	 8.52409 	 7.59482 
3400	 0.0792496 	 8.06765 	 7.66842 
3500	 0.0745229 	 9.88762 	 8.7198 
3600	 0.0999189 	 8.86802 	 9.58544 
3700	 0.0942254 	 9.71008 	 10.6407 
3800	 0.136948 	 8.57941 	 9.00849 
3900	 0.0889844 	 7.24861 	 6.78552 
4000	 0.109485 	 8.84743 	 9.87704 
4100	 0.0936877 	 7.80871 	 8.41837 
4200	 0.0992125 	 7.35816 	 6.86699 
4300	 0.0743836 	 6.89913 	 7.39915 
4400	 0.0963085 	 6.76369 	 6.48874 
4500	 0.104903 	 8.04776 	 8.64024 
4600	 0.111065 	 8.68413 	 9.4985 
4700	 0.0800665 	 7.26932 	 7.05807 
4800	 0.128832 	 6.95817 	 6.57353 
4900	 0.0821732 	 7.36664 	 7.78091 
5000	 0.101901 	 7.46624 	 7.38125 
5100	 0.0849067 	 7.62741 	 9.57312 
5200	 0.118623 	 8.2213 	 9.36535 
5300	 0.123026 	 5.65017 	 5.59242 
5400	 0.103129 	 6.5292 	 6.25231 
5500	 0.0937041 	 6.01552 	 5.48963 
5600	 0.0765481 	 6.32874 	 7.02853 
5700	 0.0779825 	 7.31813 	 7.35945 
5800	 0.0812985 	 6.11973 	 6.26217 
5900	 0.0883077 	 7.43126 	 7.0361 
6000	 0.0667394 	 8.05205 	 8.20882 
6100	 0.105447 	 6.26513 	 6.87326 
6200	 0.0849703 	 5.93528 	 5.49236 
6300	 0.0910419 	 7.14937 	 6.91698 
6400	 0.0975412 	 7.57916 	 6.63396 
6500	 0.0868704 	 7.19716 	 8.03211 
6600	 0.0939488 	 7.35332 	 8.02074 
6700	 0.0721873 	 5.21966 	 5.25896 
6800	 0.0843055 	 5.573 	 6.6205 
6900	 0.0610992 	 6.96858 	 7.17317 
7000	 0.0938105 	 7.34684 	 7.69873 
7100	 0.0577945 	 6.61728 	 6.50164 
7200	 0.0671971 	 6.75806 	 7.81074 
7300	 0.0730102 	 5.48074 	 5.87338 
7400	 0.113294 	 6.32955 	 7.36841 
7500	 0.0730161 	 6.2911 	 6.87013 
7600	 0.0584933 	 5.21318 	 5.57697 
7700	 0.0913601 	 5.55942 	 5.2904 
7800	 0.0816527 	 6.32959 	 6.25461 
7900	 0.0743171 	 6.92087 	 7.18619 
8000	 0.100818 	 6.6937 	 6.01511 
8100	 0.0753479 	 6.03704 	 7.04263 
8200	 0.0900171 	 7.24532 	 7.4782 
8300	 0.0685348 	 4.99438 	 4.95077 
8400	 0.0769156 	 5.77942 	 6.00977 
8500	 0.0703208 	 5.89982 	 6.31099 
8600	 0.0907265 	 4.9399 	 4.67694 
8700	 0.0683998 	 6.90697 	 6.78256 
8800	 0.0867472 	 5.27777 	 6.28937 
8900	 0.0753502 	 6.15286 	 6.30034 
9000	 0.0542899 	 5.85945 	 5.99237 
9100	 0.0795787 	 4.86568 	 5.40726 
9200	 0.0593337 	 5.40727 	 5.29124 
9300	 0.0692629 	 6.60507 	 7.97596 
9400	 0.102769 	 5.69286 	 5.3409 
9500	 0.0846621 	 6.48429 	 6.74681 
9600	 0.0877672 	 5.48509 	 5.81134 
9700	 0.0720178 	 5.47208 	 6.13309 
