0	 0.66612 	 100.848 	 49.7604 
100	 0.323396 	 32.6116 	 37.8446 
200	 0.201995 	 25.3879 	 28.9459 
300	 0.207244 	 23.1637 	 26.4586 
400	 0.202815 	 17.0847 	 19.1355 
500	 0.204646 	 18.3996 	 19.6491 
600	 0.157151 	 15.9004 	 16.4344 
700	 0.128699 	 13.872 	 14.5843 
800	 0.175329 	 13.8994 	 13.1667 
900	 0.132569 	 14.7019 	 13.7725 
1000	 0.124309 	 13.6043 	 14.0073 
1100	 0.119222 	 12.3829 	 12.82 
1200	 0.122134 	 12.1058 	 11.4006 
1300	 0.129129 	 12.2706 	 12.6072 
1400	 0.122705 	 11.375 	 11.6605 
1500	 0.104611 	 10.4992 	 10.9537 
1600	 0.11355 	 10.6768 	 11.1309 
1700	 0.102074 	 10.063 	 11.5472 
1800	 0.10536 	 11.1584 	 10.1771 
1900	 0.0870512 	 9.85936 	 10.3866 
2000	 0.0968127 	 9.66747 	 8.84951 
2100	 0.102231 	 9.81525 	 11.261 
2200	 0.129837 	 9.50879 	 9.42692 
2300	 0.105823 	 10.33 	 8.486 
2400	 0.100986 	 8.35882 	 7.93578 
2500	 0.0905158 	 8.42307 	 7.99138 
2600	 0.120195 	 8.57855 	 8.70438 
2700	 0.111132 	 8.25427 	 8.95097 
2800	 0.108097 	 8.22931 	 8.44127 
2900	 0.0769394 	 8.04641 	 8.18037 
3000	 0.0866129 	 7.81794 	 8.1751 
3100	 0.099708 	 7.60038 	 9.00293 
3200	 0.0664276 	 8.18094 	 8.79738 
3300	 0.0830003 	 8.83465 	 8.05566 
3400	 0.0699621 	 7.86453 	 7.93909 
3500	 0.0642806 	 8.66018 	 7.71075 
3600	 0.0835361 	 8.20116 	 7.82667 
3700	 0.0826797 	 7.94816 	 8.0993 
3800	 0.11121 	 7.46377 	 8.38203 
3900	 0.0810002 	 6.87636 	 6.90139 
4000	 0.0973184 	 5.59041 	 6.65292 
4100	 0.0822615 	 7.57182 	 7.94193 
4200	 0.0809703 	 7.89779 	 6.69551 
4300	 0.0577257 	 6.70007 	 7.27617 
4400	 0.07046 	 7.11161 	 6.71383 
4500	 0.0849809 	 7.01713 	 8.56025 
4600	 0.0879921 	 6.41202 	 7.41945 
4700	 0.0776597 	 5.68146 	 6.5315 
4800	 0.109914 	 6.28956 	 5.68182 
4900	 0.0651646 	 6.48946 	 6.32114 
5000	 0.0921054 	 6.71275 	 7.65492 
5100	 0.0682622 	 7.87949 	 9.55517 
5200	 0.104608 	 7.10366 	 7.37859 
5300	 0.0923821 	 5.89431 	 6.48952 
5400	 0.0825805 	 5.6888 	 5.64464 
5500	 0.0719285 	 6.26062 	 5.90785 
5600	 0.0636999 	 5.54088 	 6.15394 
5700	 0.0621617 	 5.36591 	 5.67024 
5800	 0.0810599 	 5.40434 	 5.09708 
5900	 0.0688589 	 6.1119 	 6.20617 
6000	 0.0480867 	 5.84789 	 6.77971 
6100	 0.0838773 	 5.16042 	 5.85652 
6200	 0.0850695 	 5.66648 	 5.78554 
6300	 0.0693363 	 4.86382 	 5.3219 
6400	 0.0786992 	 6.3423 	 6.53595 
6500	 0.0725138 	 5.36422 	 6.09396 
6600	 0.082624 	 6.23841 	 7.29874 
6700	 0.0604604 	 4.4977 	 4.86609 
6800	 0.0800998 	 5.23689 	 5.20304 
6900	 0.0475474 	 5.21616 	 5.2635 
7000	 0.0691362 	 5.79684 	 5.37896 
7100	 0.0470812 	 5.83255 	 6.81999 
7200	 0.0474257 	 5.75667 	 6.21484 
7300	 0.064339 	 5.38885 	 5.60781 
7400	 0.105638 	 4.94945 	 5.18572 
7500	 0.0658261 	 4.89435 	 5.50178 
7600	 0.0511967 	 4.93957 	 4.93494 
7700	 0.0730052 	 4.18347 	 4.61217 
7800	 0.0633645 	 5.00248 	 5.27584 
7900	 0.0674015 	 5.31077 	 5.68053 
