0	 0.635475 	 94.5915 	 54.3625 
100	 0.355375 	 30.7569 	 36.7468 
200	 0.257808 	 28.6853 	 37.155 
300	 0.250365 	 21.9664 	 25.2534 
400	 0.248588 	 21.3914 	 22.987 
500	 0.230706 	 18.1865 	 19.5487 
600	 0.197599 	 16.6717 	 19.3571 
700	 0.165049 	 13.9133 	 13.9589 
800	 0.212814 	 18.7763 	 21.312 
900	 0.147227 	 14.9513 	 16.4329 
1000	 0.170587 	 15.4113 	 17.2626 
1100	 0.142794 	 15.0513 	 17.2273 
1200	 0.155683 	 15.2937 	 17.4528 
1300	 0.15467 	 13.7464 	 14.8181 
1400	 0.157973 	 14.3705 	 16.6557 
1500	 0.133622 	 11.1799 	 11.8393 
1600	 0.146227 	 10.9691 	 11.3508 
1700	 0.137673 	 12.0448 	 12.9588 
1800	 0.138712 	 11.1816 	 11.7459 
1900	 0.116284 	 11.1129 	 12.1403 
2000	 0.113736 	 11.5316 	 12.46 
2100	 0.12738 	 10.6872 	 13.3456 
2200	 0.168227 	 9.48034 	 9.61081 
2300	 0.156303 	 12.5298 	 12.3492 
2400	 0.117519 	 10.237 	 9.72973 
2500	 0.13129 	 11.7768 	 12.1697 
2600	 0.135154 	 9.84577 	 10.6054 
2700	 0.143713 	 9.85611 	 10.2121 
2800	 0.134328 	 9.97362 	 11.2473 
2900	 0.109596 	 10.8021 	 9.66145 
3000	 0.123537 	 7.70461 	 7.81135 
3100	 0.112253 	 9.83218 	 10.341 
3200	 0.104521 	 8.97831 	 9.21138 
3300	 0.117185 	 8.92472 	 8.87445 
3400	 0.100795 	 8.48042 	 9.1025 
3500	 0.0811886 	 8.31864 	 8.88682 
3600	 0.116858 	 10.3032 	 11.1758 
3700	 0.116482 	 9.84318 	 11.6336 
3800	 0.152973 	 9.21323 	 11.3402 
3900	 0.0991857 	 7.76175 	 7.40088 
4000	 0.132835 	 7.72268 	 8.27423 
4100	 0.120263 	 8.98957 	 10.0183 
4200	 0.128109 	 8.38671 	 8.5851 
4300	 0.0960249 	 8.06364 	 8.26105 
4400	 0.107548 	 8.72847 	 8.55037 
4500	 0.118292 	 9.14684 	 9.20578 
4600	 0.120461 	 9.12253 	 10.6509 
4700	 0.0983018 	 6.80365 	 7.57471 
4800	 0.138962 	 8.11306 	 8.46883 
4900	 0.0909274 	 6.81869 	 6.51415 
5000	 0.120074 	 9.11762 	 9.91816 
5100	 0.113642 	 8.59606 	 9.97289 
5200	 0.134846 	 9.04245 	 10.0041 
5300	 0.12443 	 6.31901 	 6.43377 
5400	 0.11109 	 7.56931 	 8.65972 
5500	 0.108913 	 7.75047 	 7.08329 
5600	 0.0893023 	 6.19621 	 6.44202 
5700	 0.0910194 	 7.61099 	 8.24756 
5800	 0.101359 	 7.52166 	 8.25512 
5900	 0.095392 	 8.07039 	 8.72862 
6000	 0.0759216 	 8.32413 	 8.91401 
6100	 0.121973 	 7.42521 	 8.88384 
6200	 0.104055 	 7.38159 	 9.04096 
6300	 0.103461 	 6.76095 	 7.38005 
6400	 0.104477 	 8.53194 	 7.6581 
6500	 0.111944 	 6.85625 	 8.39694 
6600	 0.102864 	 7.78544 	 9.40803 
6700	 0.100123 	 6.59364 	 7.83644 
6800	 0.12638 	 7.71765 	 7.85996 
6900	 0.072917 	 7.44671 	 8.39519 
7000	 0.115887 	 8.28035 	 9.37069 
7100	 0.0842345 	 7.63781 	 8.10358 
7200	 0.079252 	 7.48005 	 8.755 
7300	 0.0943432 	 5.87931 	 6.39646 
7400	 0.126317 	 6.8513 	 7.89867 
7500	 0.0911375 	 7.81024 	 8.15378 
7600	 0.0749433 	 6.22864 	 7.09377 
7700	 0.112945 	 6.51465 	 6.39183 
7800	 0.0998523 	 7.41059 	 8.04666 
7900	 0.0968975 	 6.21849 	 7.01031 
8000	 0.116726 	 7.40272 	 7.67307 
8100	 0.116542 	 6.02055 	 7.00317 
8200	 0.121833 	 6.66572 	 6.45681 
8300	 0.0878227 	 5.62818 	 6.44161 
8400	 0.0925442 	 6.04067 	 6.11655 
8500	 0.0771159 	 6.60185 	 7.4827 
8600	 0.0981751 	 6.92835 	 7.38497 
8700	 0.08994 	 6.12907 	 7.23414 
8800	 0.0964543 	 5.16067 	 4.94563 
8900	 0.102284 	 6.90014 	 6.68769 
9000	 0.0712951 	 6.16005 	 5.83427 
9100	 0.0990959 	 6.38274 	 6.44071 
9200	 0.0784738 	 5.33145 	 5.64736 
9300	 0.0884896 	 7.68283 	 8.60612 
9400	 0.115145 	 6.46221 	 6.54192 
9500	 0.111571 	 6.33051 	 6.27125 
9600	 0.101036 	 6.12918 	 7.13648 
9700	 0.0941146 	 5.95701 	 6.19177 
9800	 0.0956047 	 5.6597 	 5.81042 
9900	 0.0894988 	 7.26757 	 7.90994 
10000	 0.0822921 	 6.30685 	 6.10865 
10100	 0.128063 	 6.22439 	 6.25912 
10200	 0.0879694 	 6.90332 	 7.23692 
10300	 0.084781 	 6.46148 	 7.47666 
10400	 0.0676956 	 6.14328 	 6.78576 
10500	 0.072023 	 6.69316 	 7.85932 
10600	 0.093259 	 6.65121 	 6.41028 
10700	 0.075092 	 6.049 	 6.77045 
10800	 0.0696455 	 6.03664 	 6.12559 
10900	 0.0909878 	 5.33626 	 5.36763 
11000	 0.113264 	 6.075 	 6.47251 
11100	 0.0978365 	 7.42317 	 10.0859 
11200	 0.085809 	 5.68482 	 5.94524 
11300	 0.079958 	 5.75138 	 6.85493 
11400	 0.0950273 	 6.2536 	 6.75888 
11500	 0.116678 	 5.57696 	 5.75966 
11600	 0.0855059 	 7.10877 	 7.7404 
11700	 0.0780758 	 5.88408 	 6.20662 
11800	 0.0726615 	 6.20276 	 7.01646 
11900	 0.132189 	 6.66255 	 7.61285 
12000	 0.0939532 	 6.84635 	 6.70228 
12100	 0.100499 	 6.30484 	 6.64132 
12200	 0.0712229 	 6.46237 	 7.12818 
12300	 0.068636 	 5.68211 	 5.58791 
12400	 0.110052 	 5.61522 	 6.80939 
12500	 0.0612697 	 5.74898 	 6.90996 
12600	 0.0817831 	 4.7993 	 5.24105 
12700	 0.0967317 	 5.10946 	 5.72836 
12800	 0.0912079 	 6.96227 	 8.63004 
12900	 0.0899886 	 7.40999 	 9.77163 
13000	 0.0894057 	 6.07586 	 6.85723 
13100	 0.0798019 	 5.69999 	 6.53358 
13200	 0.117514 	 5.9312 	 6.28979 
13300	 0.0903567 	 5.75274 	 5.77057 
13400	 0.0784573 	 5.83859 	 6.08269 
13500	 0.0994214 	 6.30488 	 6.76901 
13600	 0.0646177 	 5.21275 	 5.35252 
13700	 0.100442 	 6.62667 	 7.59077 
13800	 0.100755 	 5.86413 	 6.2251 
13900	 0.0674352 	 5.4942 	 5.76904 
14000	 0.0712724 	 6.75221 	 7.26594 
14100	 0.0691921 	 5.74293 	 6.80466 
14200	 0.0631317 	 5.63583 	 5.97972 
14300	 0.0698925 	 6.17057 	 6.86084 
14400	 0.0747002 	 4.704 	 5.05303 
14500	 0.081182 	 5.44334 	 6.09201 
14600	 0.0758684 	 5.00271 	 4.98836 
14700	 0.0803468 	 5.91777 	 5.84062 
14800	 0.0655298 	 6.11893 	 6.98522 
14900	 0.109507 	 6.31992 	 7.03547 
15000	 0.0929308 	 5.64557 	 5.81817 
15100	 0.0735804 	 5.54028 	 6.58997 
15200	 0.0789521 	 4.83228 	 4.79356 
15300	 0.070345 	 5.04303 	 5.68539 
15400	 0.0677457 	 5.84424 	 5.74884 
15500	 0.088073 	 4.74304 	 4.89819 
15600	 0.0707294 	 5.63815 	 6.495 
15700	 0.111558 	 6.36754 	 7.33365 
15800	 0.0807377 	 5.24526 	 5.41011 
15900	 0.0841494 	 5.36149 	 5.86882 
16000	 0.0615678 	 4.81473 	 5.05374 
